detections,calls,ci
10.65,3189,1.5387872497522195
10.7,3192,1.537694638086509
10.8,3204,1.5838449419056149
10.85,3222,1.623815937845173
10.9,3228,1.6215964972828474
10.95,3231,1.6367760384365357
11.0,3236,1.6860557523403548
11.05,3282,1.6830626250974738
11.1,3325,1.6854860426595053
11.15,3338,1.7269980312669726
11.2,3341,1.7563612384700362
11.25,3356,1.7413968531038524
11.3,3369,1.791551506376526
11.4,3374,1.803839017207467
11.45,3387,1.804238288031822
11.5,3425,1.804371358673153
11.55,3435,1.7935606485424458
11.6,3442,1.8091553830448064
11.65,3450,1.7871234428544662
11.7,3452,1.8286915540899726
11.75,3461,1.8327572125079743
11.8,3470,1.8625157180544814
11.85,3476,1.881370298479276
11.9,3491,1.8845580914368225
11.95,3511,1.861871048166333
12.0,3524,1.910371691582557
12.05,3525,1.897635317968128
12.1,3536,1.939805969678411
12.15,3563,1.9711159783229395
12.2,3590,1.9775613264826957
12.25,3605,1.9837436830397217
12.3,3609,1.9555850275556932
12.35,3618,1.9759823379777457
12.4,3625,1.9765897905230612
12.45,3645,2.0202029106008137
12.5,3656,2.0533280302961825
12.55,3662,2.0994655986702897
12.6,3663,2.112803634983621
12.65,3664,2.1031220126278933
12.7,3700,2.097749460731667
12.75,3707,2.105860156800541
12.8,3724,2.127299884830533
12.85,3753,2.1348485192162934
12.9,3759,2.1421464002257173
12.95,3765,2.1357480656669217
13.0,3771,2.115529248202445
13.05,3772,2.1581148718267986
13.1,3776,2.151094419127156
13.15,3790,2.19692744531994
13.2,3802,2.2287190940089334
13.25,3805,2.216945421069269
13.3,3808,2.2179199264175433
13.35,3818,2.231625909510821
13.4,3827,2.253573872762994
13.45,3846,2.2623995668316415
13.5,3856,2.30456329919575
13.55,3857,2.3127792371949383
13.6,3868,2.3041465231187015
13.65,3899,2.3490377178751305
13.7,3902,2.3442288284209796
13.75,3923,2.3677700479565154
13.8,3927,2.410879673480201
13.85,3931,2.441262419323248
13.9,3978,2.4515674985608698
14.0,3987,2.4480392153721717
14.05,4004,2.481065053560668
14.1,4014,2.5249030080381303
14.15,4020,2.5301277042868806
14.2,4024,2.5540236490682697
14.25,4030,2.5663092175340054
14.3,4036,2.5408283688592586
14.35,4054,2.5414897599636315
14.4,4055,2.5343944444383557
14.45,4061,2.576020923828065
14.5,4077,2.5723833306877104
14.55,4090,2.583466624518304
14.6,4101,2.6274236810990343
14.65,4129,2.6524347682836606
14.7,4130,2.6841983533263707
14.75,4131,2.6618322636860494
14.8,4190,2.703805614314757
14.85,4212,2.7484588772619465
14.9,4232,2.743649977675723
14.95,4234,2.7700389527947076
15.0,4237,2.782233635049364
15.05,4260,2.8249679290214957
15.1,4266,2.8162001349335952
15.15,4271,2.8479919592583123
15.2,4277,2.8591825405174816
15.25,4299,2.8868444710444656
15.3,4323,2.8909169479595915
15.35,4325,2.934359589416403
15.4,4349,2.9249347343145966
15.45,4368,2.9675558629956735
15.5,4372,2.9998246615427373
15.55,4375,3.012523825631923
15.6,4395,3.0408438302550165
15.65,4399,3.02143710839726
15.7,4415,3.017699918812339
15.75,4429,3.01698375865698
15.8,4458,3.060362854303391
15.85,4464,3.102980857175887
15.9,4467,3.0956212946676795
15.95,4482,3.1282576300554275
16.0,4484,3.142119030208754
16.05,4498,3.170947460933404
16.1,4518,3.1813040093647125
16.15,4544,3.167310878331964
16.2,4574,3.210453675105748
16.25,4581,3.2440072441349446
16.3,4583,3.2858510008824195
16.35,4602,3.315457464664567
16.4,4618,3.3187146909609444
16.45,4625,3.3333688364775953
16.5,4628,3.33055851172142
16.55,4652,3.3333688364775957
16.6,4664,3.3760964441200425
16.7,4689,3.3951024726803163
16.75,4712,3.4282495533435133
16.8,4727,3.4442503974014427
16.85,4735,3.4377612191657523
16.9,4741,3.436713430008385
16.95,4762,3.479966063052914
17.0,4784,3.478654912462574
17.05,4792,3.52111967987457
17.1,4813,3.554847844845121
17.15,4826,3.5720294231710903
17.2,4861,3.6156555145644056
17.25,4884,3.6586302081516786
17.3,4916,3.6487072779273486
17.35,4942,3.6832228007547956
17.4,4945,3.701754610991928
17.45,4965,3.7457928132773173
17.5,4989,3.789192526119516
17.55,4994,3.7891291611661906
17.6,5010,3.788939059948048
17.65,5039,3.808847883546939
17.7,5063,3.853531471261134
17.75,5074,3.8877107659907004
17.8,5081,3.9312538457850823
17.85,5094,3.9133180550525144
17.9,5130,3.919754992343271
17.95,5140,3.9407090478745066
18.0,5158,3.9322309189568205
18.05,5162,3.933390878110132
18.1,5165,3.978124080518354
18.15,5172,4.022240445323972
18.2,5209,4.05630038335427
18.25,5234,4.078201441812309
18.3,5244,4.099868388131502
18.35,5258,4.144542700950251
18.4,5288,4.188625932212138
18.45,5289,4.168111778731467
18.5,5292,4.168169382354801
18.55,5337,4.168111778731467
18.6,5350,4.190918181019524
18.65,5366,4.1929228707430335
18.7,5367,4.23808928645917
18.75,5400,4.230774751744649
18.8,5454,4.275316690024261
18.85,5455,4.29922995430577
18.9,5460,4.345059631351449
18.95,5513,4.39248856572217
19.0,5517,4.3958216524331375
19.05,5576,4.420821168063689
19.1,5587,4.464972922650259
19.15,5620,4.512844136462061
19.2,5654,4.511407407893905
19.25,5698,4.516247889564965
19.3,5705,4.501817499632787
19.35,5710,4.550989584694739
19.4,5718,4.595353653419941
19.45,5798,4.645396409349798
19.5,5801,4.674302086943034
19.55,5813,4.6742507207037995
19.6,5817,4.678204270871464
19.65,5839,4.6614944170298
19.7,5855,4.667311088839055
19.75,5861,4.658609127196657
19.8,5893,4.709305341555164
19.85,5923,4.72696374007671
19.9,5939,4.707877568501543
19.95,5946,4.759764258868289
20.0,5960,4.766871510750001
20.05,6037,4.75370716388799
20.1,6062,4.8067976033945925
20.15,6067,4.799549374680919
20.2,6090,4.808196002660456
20.25,6145,4.8623705124147
20.3,6159,4.884491457664758
20.35,6200,4.894656085977849
20.4,6218,4.93593225237138
20.45,6318,4.93607818009399
20.5,6343,4.94778698005482
20.55,6345,4.945796983298041
20.6,6369,4.928143179738186
20.65,6432,4.9551091007161485
20.7,6439,4.968319715960317
20.75,6500,4.991029452928524
20.8,6523,4.994347685133664
20.85,6534,4.976383646786088
20.9,6558,4.950503731944861
20.95,6590,4.965177519485079
21.0,6623,4.981639890638423
21.05,6627,5.0343297269845175
21.1,6661,5.021770922692512
21.15,6691,5.0377624199638475
21.2,6731,5.0307515144359884
21.25,6830,5.014067311075908
21.3,6840,5.0545584179035865
21.35,6905,5.051089605223806
21.4,6933,5.051327271123896
21.45,6993,5.034329726984517
21.5,6998,5.032469373975365
21.55,7001,5.017131032771617
21.6,7004,4.9920395831764
21.65,7072,5.018662192258012
21.7,7127,5.041240402916728
21.75,7217,5.0178966709170085
21.8,7234,5.034568184065044
21.85,7289,5.087087398502211
21.95,7318,5.043859216909211
22.0,7350,5.084679734260556
22.05,7367,5.100662290330542
22.1,7447,5.093926501236545
22.15,7454,5.081420490374714
22.2,7568,5.0687888888767105
22.25,7577,5.050328999184113
22.3,7581,5.033614287964464
22.35,7606,5.032039964070236
22.4,7628,5.020814595262406
22.5,7678,5.026740892467007
22.55,7714,4.997951960553442
22.6,7719,5.024638812889937
22.65,7727,5.014833416974087
22.7,7782,5.016413140880642
22.75,7788,5.038906131294766
22.8,7885,5.055508362172889
22.85,7901,5.096518242879152
22.9,7958,5.148312267141534
22.95,7972,5.140050953054843
23.0,7981,5.1166887730249915
23.05,8133,5.1100680817382464
23.1,8161,5.0826016172822355
23.15,8205,5.056790503867052
23.2,8229,5.051707513306763
23.25,8245,5.040811740186296
23.3,8272,5.039334956122683
23.35,8278,5.0377624199638475
23.4,8283,5.079766451324312
23.45,8315,5.076125668263148
23.5,8377,5.07428063867185
23.55,8389,5.076125668263149
23.6,8395,5.102403668860393
23.65,8434,5.096518242879152
23.7,8471,5.139350231303563
23.75,8529,5.155722160861657
23.8,8557,5.147752597007745
23.85,8566,5.191734411543026
23.9,8582,5.166933249036608
23.95,8618,5.149384798206481
24.0,8622,5.1652601096169395
24.05,8643,5.145653291857118
24.1,8688,5.19658803447031
24.2,8713,5.262152867410827
24.25,8765,5.251693726789481
24.3,8791,5.2502762593981664
24.35,8807,5.248766921858884
24.4,8809,5.294540131116204
24.45,8847,5.285598906462729
24.5,8851,5.267443022947661
24.55,8862,5.265573833876037
24.6,8864,5.290910999062448
24.65,8874,5.267032769975899
24.7,8879,5.242954205407482
24.75,8942,5.214990604018381
24.8,8943,5.208955826266911
24.85,8953,5.2560808783731625
24.9,8980,5.248080715842697
24.95,9037,5.247302907208616
25.0,9043,5.26288286018224
25.05,9044,5.24547231429163
25.1,9085,5.226074549793564
25.15,9090,5.219408606346126
25.2,9111,5.214484135559336
25.25,9136,5.240709780172911
25.3,9138,5.255761105682031
25.35,9139,5.228600787973776
25.4,9165,5.2048980009218235
25.45,9168,5.225293465442873
25.5,9180,5.208771448239978
25.55,9185,5.258273081535419
25.6,9211,5.234337704046235
25.65,9250,5.230437285734339
25.7,9257,5.228279334542101
25.75,9274,5.2553499407746385
25.8,9295,5.302153222984036
25.85,9338,5.27614198065215
25.9,9345,5.326189557272627
25.95,9373,5.325423156895608
26.0,9416,5.319152564083868
26.05,9438,5.370319524944488
26.1,9466,5.347783765262017
26.15,9485,5.323258607281821
26.2,9507,5.322040661250155
26.25,9520,5.302651317972924
26.3,9521,5.283099923340462
26.35,9522,5.330470354480924
26.4,9544,5.307222550449528
26.45,9554,5.307358269421803
26.5,9560,5.303783178072044
26.55,9583,5.318204565452517
26.6,9627,5.294540131116205
26.65,9677,5.277961936202268
26.7,9697,5.259414492127426
26.75,9718,5.286325661553589
26.8,9725,5.280372411108899
26.85,9745,5.257907777814289
26.9,9748,5.235255027216917
26.95,9760,5.234475312770134
27.0,9776,5.248263712886387
27.05,9782,5.296489762097157
27.1,9820,5.2918185154065895
27.15,9823,5.2743213971088245
27.2,9830,5.274913155683229
27.25,9838,5.259003612852914
27.3,9865,5.239289341122515
27.35,9899,5.241442759393638
27.4,9907,5.238006032833486
27.45,9925,5.216095455414902
27.5,9930,5.21061493491891
27.55,9941,5.192104371061891
27.6,9951,5.175290832407392
27.65,9953,5.175058859568653
27.7,9958,5.224604176394609
27.8,9965,5.205267024850887
27.85,9987,5.180623340873181
27.95,10027,5.199498033464384
28.0,10060,5.1949244460338395
28.05,10071,5.221616205735539
28.1,10072,5.238922713688378
28.15,10088,5.245106119040872
28.25,10094,5.237043345247392
28.3,10157,5.264889818410257
28.4,10166,5.321679734820576
28.45,10206,5.2983027282328825
28.5,10229,5.307403508307994
28.55,10230,5.285598906462729
28.6,10234,5.283645256827902
28.65,10292,5.294313383244327
28.7,10329,5.290366414531227
28.75,10357,5.289957939341295
28.85,10360,5.2633846714827905
28.9,10367,5.275459335451274
28.95,10378,5.258273081535419
29.0,10403,5.2865527520303806
29.05,10410,5.298302728232881
29.1,10412,5.347783765262016
29.15,10426,5.36101204997713
29.2,10433,5.374118420727254
29.25,10437,5.354917646425573
29.3,10442,5.339156562604247
29.35,10460,5.316037076620139
29.4,10487,5.332496901077392
29.45,10497,5.33263197680095
29.5,10498,5.347065363355865
29.55,10509,5.34342697152305
29.6,10539,5.321679734820576
29.65,10549,5.33587276834821
29.7,10553,5.364280455009786
29.75,10562,5.37996793670743
29.8,10574,5.356217770031386
29.85,10588,5.3520472905235055
29.9,10604,5.353168706476567
29.95,10633,5.334432659618077
30.0,10635,5.3155402359496815
30.05,10637,5.312784185340113
30.1,10648,5.35854823622966
30.15,10682,5.407389222166275
30.2,10692,5.436306540290015
30.25,10723,5.438558540642916
30.3,10728,5.435423148201067
30.35,10746,5.4180352712030215
30.4,10768,5.400502495138762
30.45,10787,5.430782982222728
30.5,10796,5.427289194432152
30.55,10814,5.443147967858305
30.6,10819,5.446543417618186
30.65,10822,5.4604119075395765
30.7,10846,5.5091343058596784
30.75,10851,5.493028945854918
30.8,10853,5.490799286078485
30.85,10883,5.521628220009021
30.9,10913,5.526192106686123
30.95,10932,5.52371503609663
31.0,10943,5.50721635674503
31.05,10952,5.539341098000737
31.1,10955,5.548738883746467
31.15,10958,5.5924865846955765
31.2,10965,5.640919499514241
31.25,10972,5.619212667269321
31.3,10975,5.616178131078109
31.4,10986,5.606422317307179
31.45,11007,5.639003794997835
31.5,11022,5.644153435192916
31.55,11031,5.62877569281278
31.6,11077,5.643983274248781
31.65,11112,5.659065134808046
31.7,11116,5.634957391143256
31.75,11123,5.641387683894806
31.8,11126,5.6392166831927995
31.85,11136,5.67262568833869
31.95,11150,5.656009529694941
32.0,11187,5.6636878445055565
32.05,11197,5.706722684693903
32.1,11202,5.704071458177922
32.15,11206,5.681084597152202
32.25,11219,5.744296562678497
32.3,11226,5.731282648761968
32.35,11256,5.729900016579695
32.4,11257,5.711643126106532
32.45,11266,5.7201702597038135
32.55,11269,5.7285589636487115
32.6,11314,5.708279180278414
32.65,11322,5.724869448293122
32.7,11323,5.724575862018075
32.75,11327,5.722520336355302
32.8,11332,5.73714465566278
32.85,11344,5.7849475537812785
32.9,11355,5.7942784883020595
32.95,11364,5.771983697135673
33.0,11376,5.779507937532399
33.1,11387,5.766032188602488
33.15,11404,5.76665676107049
33.2,11425,5.742164469953817
33.25,11428,5.757656380854973
33.3,11431,5.744672732192845
33.35,11435,5.754986898334348
33.4,11439,5.788474341309633
33.45,11457,5.8051663025274305
33.55,11460,5.768654938545033
33.6,11468,5.765199320058239
33.65,11478,5.763324925769845
33.7,11496,5.779674108459749
33.75,11503,5.7609914945259195
33.8,11507,5.73714465566278
33.9,11516,5.7493518939094335
33.95,11531,5.760324626268905
34.0,11535,5.74784829305715
34.05,11541,5.725204957029923
34.1,11547,5.759365867871219
34.15,11551,5.776640736621934
34.2,11552,5.816941876965936
34.25,11568,5.833881640897422
34.3,11569,5.845763662687707
34.35,11572,5.891870517925526
34.4,11604,5.869210100175321
34.45,11607,5.846379717397767
34.5,11618,5.84477784008939
34.55,11643,5.846379717397767
34.6,11651,5.859383858393303
34.65,11653,5.877181824650314
34.7,11666,5.865445319837189
34.75,11678,5.883061702889066
34.8,11688,5.916798188209565
34.85,11691,5.895129701711405
34.9,11706,5.894518742017875
34.95,11725,5.869332824095086
35.0,11727,5.871827654146534
35.05,11731,5.918218296075264
35.1,11743,5.931874509798735
35.15,11744,5.950262700083081
35.2,11749,5.931388774983477
35.25,11767,5.965737422984689
35.3,11773,5.954820635417996
35.35,11785,5.972816605254175
35.4,11808,5.973017595822064
35.45,11814,5.987591485731136
35.5,11820,5.990838672506547
35.55,11821,6.010005307817956
35.6,11824,6.048116665541431
35.65,11829,6.027239019650705
35.7,11857,6.004609629276494
35.75,11864,5.98341967440025
35.8,11865,5.968513784854651
35.85,11873,5.969599835834895
35.95,11885,6.003609897386737
36.0,11889,6.007647792605688
36.05,11909,5.9972076669063235
36.1,11914,6.031420330237315
36.15,11945,6.035200924575751
36.2,11952,6.037309069444764
36.25,11953,6.056804355433647
36.3,11963,6.1013953158273555
36.35,11964,6.095371539127044
36.4,11972,6.13326562281465
36.45,11980,6.112993031240914
36.5,11986,6.094150309928366
36.55,12010,6.101985562093702
36.6,12019,6.092416532050316
36.65,12024,6.111107444645364
36.7,12027,6.115545503060213
36.75,12029,6.0931652693817515
36.8,12035,6.113189413064181
36.85,12037,6.128370272756045
36.9,12043,6.130916342603282
36.95,12057,6.164620653373571
37.05,12061,6.197250664609266
37.1,12074,6.176177393825406
37.15,12083,6.220144226623687
37.2,12106,6.2406843214506535
37.25,12109,6.244184414317053
37.3,12114,6.26295910891968
37.35,12118,6.270889745482694
37.4,12141,6.2756739239702375
37.45,12144,6.2666000191491396
37.5,12152,6.2405304261737236
37.55,12153,6.243569155539161
37.6,12160,6.238837327579556
37.65,12168,6.27242107961511
37.7,12170,6.252215671264068
37.75,12182,6.290157311228391
37.85,12184,6.249411668309265
37.9,12185,6.293248382195001
37.95,12187,6.297176811873715
38.0,12198,6.302550594798903
38.05,12241,6.281907019369196
38.1,12247,6.273377973627923
38.15,12253,6.281601244905633
38.2,12265,6.300416875096441
38.25,12276,6.306930077303854
38.3,12283,6.311839098075932
38.35,12305,6.345490540533489
38.4,12311,6.389419629356017
38.45,12320,6.382012519574057
38.5,12324,6.377534006181385
38.55,12326,6.397043363929933
38.6,12335,6.377383413281657
38.65,12345,6.383216289614507
38.7,12362,6.363362695933652
38.75,12373,6.370565359526578
38.8,12382,6.38972024426735
38.85,12386,6.368152809096213
38.9,12390,6.364569993330264
38.95,12396,6.3729769966633345
39.0,12398,6.375274739177912
39.05,12404,6.356378512958459
39.1,12405,6.393176299774628
39.15,12407,6.426700724321927
39.2,12419,6.419710647684988
39.25,12431,6.426102940351951
39.3,12461,6.433907117762891
39.35,12467,6.453543693196785
39.4,12478,6.473046516131333
39.5,12487,6.524916244673184
39.55,12492,6.561573881318415
39.6,12493,6.555606699612172
39.65,12497,6.536350220115197
39.75,12515,6.551906516427107
39.8,12518,6.525063432641861
39.85,12527,6.505421293044747
39.9,12530,6.501914118165511
39.95,12537,6.53517465719165
40.0,12551,6.507967424626524
40.05,12552,6.527822592564843
40.1,12565,6.506343919591093
40.15,12567,6.5260568646005535
40.2,12576,6.535358352837279
40.25,12605,6.543105608195545
40.3,12615,6.56395191938515
40.35,12616,6.572980617649803
40.4,12617,6.567316285972527
40.45,12632,6.603883993529868
40.5,12635,6.6242490895195045
40.55,12654,6.6574754824933455
40.6,12657,6.654481437347315
40.65,12664,6.635511901880666
40.7,12665,6.636705869631408
40.75,12671,6.646502764612379
40.8,12682,6.656213097550288
40.85,12684,6.697459383975388
40.9,12685,6.705520650926368
40.95,12704,6.726363341360619
41.0,12706,6.707095943849319
41.05,12713,6.702046538185183
41.1,12717,6.711247216427061
41.15,12723,6.7317868504580565
41.2,12735,6.710817893520878
41.25,12767,6.746892543979043
41.3,12770,6.744365411215498
41.35,12772,6.754574908904334
41.4,12773,6.787375575286815
41.45,12775,6.783235496427939
41.5,12777,6.791760596487482
41.55,12787,6.812903331179739
41.6,12788,6.833910388642801
41.65,12800,6.835139954675396
41.7,12802,6.808144005527497
41.75,12812,6.848615553526128
41.8,12831,6.828567990435476
41.85,12833,6.809801333372362
41.9,12842,6.819138303334226
41.95,12858,6.828392182644461
42.0,12859,6.837563308664864
42.1,12865,6.827583408498206
42.15,12873,6.863184260968081
42.2,12875,6.8440213909659855
42.25,12901,6.876604903584326
42.3,12903,6.897835660553243
42.35,12916,6.907818338665254
42.4,12918,6.905211017774909
42.45,12924,6.916432881189552
42.5,12931,6.95661958137715
42.55,12943,6.930304740774391
42.6,12947,6.939894754245198
42.65,12966,6.941105545948713
42.7,12970,6.9228520712203565
42.75,12980,6.933629857441194
42.8,12993,6.969171313721595
42.85,13012,6.950784286683049
42.9,13026,6.9488841694188554
42.95,13033,6.928918804546636
43.0,13035,6.969722519584262
43.1,13037,6.928121765673579
43.15,13045,6.939721766756935
43.2,13047,6.948469529328023
43.25,13048,6.980565521503253
43.3,13064,7.016553626959605
43.35,13077,6.998977225280847
43.4,13096,7.008747334581266
43.45,13098,7.021171682846105
43.5,13110,7.04032982181943
43.55,13118,7.060728276884758
43.6,13125,7.093196402187098
43.65,13129,7.13353167792784
43.7,13137,7.1049662068161865
43.75,13145,7.141067077125099
43.8,13158,7.12319119496311
43.85,13159,7.136223805346913
43.9,13163,7.115501893752823
43.95,13170,7.089234923459652
44.0,13171,7.0872364148517
44.05,13175,7.081101877532903
44.1,13178,7.081678275663192
44.15,13179,7.091673018406869
44.2,13184,7.124539339494168
44.25,13204,7.143756364826561
44.3,13214,7.180264117704862
44.35,13222,7.160407404610438
44.4,13230,7.143117750674421
44.45,13240,7.151280990144354
44.5,13245,7.184810366321438
44.55,13247,7.1981316881535315
44.6,13257,7.23794854914015
44.65,13269,7.220512045554663
44.7,13279,7.230912584176355
44.75,13282,7.26770933651037
44.8,13283,7.262057890157582
44.85,13292,7.270880153048873
44.9,13303,7.279625759611546
44.95,13308,7.313288986495746
45.0,13327,7.332338781043877
45.05,13329,7.313288986495748
45.1,13336,7.313847086178382
45.15,13345,7.297250043680838
45.2,13347,7.292411727268284
45.25,13353,7.31118752324135
45.3,13357,7.279889614547737
45.35,13358,7.293300638257001
45.45,13359,7.313288986495748
45.5,13364,7.322508586543275
45.55,13369,7.361717992425409
45.6,13370,7.372049592887992
45.65,13379,7.405681751196172
45.7,13387,7.424882544525535
45.75,13400,7.4220039746688355
45.8,13410,7.400914321892937
45.85,13426,7.438032145668638
45.9,13433,7.451738535402326
45.95,13440,7.433123959682092
46.0,13442,7.467317055007107
46.05,13445,7.475640159879285
46.1,13451,7.514625685954024
46.15,13457,7.51510493606044
46.2,13459,7.52573642908121
46.25,13468,7.5094798088815695
46.3,13492,7.5467635977285
46.35,13493,7.56097151165113
46.4,13497,7.5585894980478985
46.45,13506,7.542149017355729
46.5,13511,7.576483881062506
46.55,13530,7.5472408070764505
46.6,13536,7.529308812899097
46.65,13541,7.540620809986404
46.7,13542,7.513603183559802
46.75,13547,7.532465134336832
46.8,13554,7.54739987015396
46.85,13555,7.548258752851546
46.9,13559,7.5858583693607144
46.95,13560,7.563765451149313
47.05,13570,7.567573706281294
47.1,13575,7.551597923618549
47.15,13592,7.54953099205507
47.2,13598,7.588010332096285
47.3,13613,7.62273709372165
47.35,13621,7.605298823846437
47.4,13625,7.6168131918801825
47.45,13627,7.633281587888657
